session_id,tag_local_id,delta_ms
S4_TAG01_run1,TAG01,4.264
S4_TAG01_run1,TAG01,7.167
S4_TAG01_run1,TAG01,4.202
S4_TAG01_run1,TAG01,7.776
S4_TAG01_run1,TAG01,2.2439999999999998
S4_TAG01_run1,TAG01,3.154
S4_TAG01_run1,TAG01,3.832
S4_TAG01_run1,TAG01,5.887
S4_TAG01_run1,TAG01,2.333
S4_TAG01_run1,TAG01,4.141
S4_TAG01_run1,TAG01,5.694
S4_TAG01_run1,TAG01,6.630999999999999
S4_TAG01_run1,TAG01,5.617
S4_TAG01_run1,TAG01,6.498
S4_TAG01_run1,TAG01,3.316
S4_TAG01_run1,TAG01,2.76
S4_TAG01_run1,TAG01,5.008
S4_TAG01_run1,TAG01,7.62
S4_TAG01_run1,TAG01,7.039
S4_TAG01_run1,TAG01,2.227
S4_TAG01_run1,TAG01,6.692
S4_TAG01_run1,TAG01,4.71
S4_TAG01_run1,TAG01,2.134
S4_TAG01_run1,TAG01,2.09
S4_TAG01_run1,TAG01,5.597
S4_TAG01_run1,TAG01,1.935
S4_TAG01_run1,TAG01,0.632
S4_TAG01_run1,TAG01,5.619
S4_TAG01_run1,TAG01,7.5729999999999995
S4_TAG01_run1,TAG01,6.178
S4_TAG01_run1,TAG01,1.933
S4_TAG01_run1,TAG01,4.727
S4_TAG01_run1,TAG01,0.651
S4_TAG01_run1,TAG01,7.771
S4_TAG01_run1,TAG01,3.464
S4_TAG01_run1,TAG01,1.3359999999999999
S4_TAG01_run1,TAG01,5.072
S4_TAG01_run1,TAG01,6.401
S4_TAG01_run1,TAG01,0.975
S4_TAG01_run1,TAG01,5.561
S4_TAG01_run1,TAG01,6.5040000000000004
S4_TAG01_run1,TAG01,0.839
S4_TAG01_run1,TAG01,6.156
S4_TAG01_run1,TAG01,5.17
S4_TAG01_run1,TAG01,2.3249999999999997
S4_TAG01_run1,TAG01,3.6310000000000002
S4_TAG01_run1,TAG01,0.5720000000000001
S4_TAG01_run1,TAG01,7.66
S4_TAG01_run1,TAG01,5.754
S4_TAG01_run1,TAG01,5.046
S4_TAG01_run1,TAG01,3.761
S4_TAG01_run1,TAG01,1.2049999999999998
S4_TAG01_run1,TAG01,6.006
S4_TAG01_run1,TAG01,4.4559999999999995
S4_TAG01_run1,TAG01,3.5620000000000003
S4_TAG01_run1,TAG01,1.3
S4_TAG01_run1,TAG01,4.907
S4_TAG01_run1,TAG01,4.383
S4_TAG01_run1,TAG01,4.347
S4_TAG01_run1,TAG01,5.312
S4_TAG01_run1,TAG01,5.104
S4_TAG01_run1,TAG01,1.073
S4_TAG01_run1,TAG01,5.084
S4_TAG01_run1,TAG01,5.114999999999999
S4_TAG01_run1,TAG01,1.309
S4_TAG01_run1,TAG01,1.843
S4_TAG01_run1,TAG01,6.729
S4_TAG01_run1,TAG01,2.828
S4_TAG01_run1,TAG01,4.796
S4_TAG01_run1,TAG01,6.042
S4_TAG01_run1,TAG01,7.518000000000001
S4_TAG01_run1,TAG01,1.131
S4_TAG01_run1,TAG01,3.091
S4_TAG01_run1,TAG01,5.073
S4_TAG01_run1,TAG01,3.113
S4_TAG01_run1,TAG01,5.715999999999999
S4_TAG01_run1,TAG01,4.64
S4_TAG01_run1,TAG01,3.1870000000000003
S4_TAG01_run1,TAG01,2.497
S4_TAG01_run1,TAG01,4.702
S4_TAG01_run1,TAG01,6.4190000000000005
S4_TAG01_run1,TAG01,6.791
S4_TAG01_run1,TAG01,4.563000000000001
S4_TAG01_run1,TAG01,5.8149999999999995
S4_TAG01_run1,TAG01,4.247
S4_TAG01_run1,TAG01,4.071
S4_TAG01_run1,TAG01,2.577
S4_TAG01_run1,TAG01,7.95
S4_TAG01_run1,TAG01,2.4589999999999996
S4_TAG01_run1,TAG01,1.6620000000000001
S4_TAG01_run1,TAG01,3.9160000000000004
S4_TAG01_run1,TAG01,0.873
S4_TAG01_run1,TAG01,5.779
S4_TAG01_run1,TAG01,5.691
S4_TAG01_run1,TAG01,1.921
S4_TAG01_run1,TAG01,5.391
S4_TAG01_run1,TAG01,2.872
S4_TAG01_run1,TAG01,3.617
S4_TAG01_run1,TAG01,4.392
S4_TAG01_run1,TAG01,3.009
S4_TAG01_run1,TAG01,2.8649999999999998
S4_TAG01_run1,TAG01,3.7030000000000003
S4_TAG01_run1,TAG01,5.561
S4_TAG01_run1,TAG01,5.0569999999999995
S4_TAG01_run1,TAG01,4.313
S4_TAG01_run1,TAG01,3.328
S4_TAG01_run1,TAG01,6.755
S4_TAG01_run1,TAG01,3.317
S4_TAG01_run1,TAG01,5.068
S4_TAG01_run1,TAG01,3.815
S4_TAG01_run1,TAG01,5.191000000000001
S4_TAG01_run1,TAG01,4.7010000000000005
S4_TAG01_run1,TAG01,6.197
S4_TAG01_run1,TAG01,3.9179999999999997
S4_TAG01_run1,TAG01,6.8389999999999995
S4_TAG01_run1,TAG01,2.089
S4_TAG01_run1,TAG01,4.844
S4_TAG01_run1,TAG01,7.027
S4_TAG01_run1,TAG01,4.845999999999999
S4_TAG01_run1,TAG01,7.58
S4_TAG01_run1,TAG01,7.699
S4_TAG01_run1,TAG01,7.795
S4_TAG01_run1,TAG01,1.599
S4_TAG01_run1,TAG01,6.997
S4_TAG01_run1,TAG01,6.345
S4_TAG01_run1,TAG01,2.4229999999999996
S4_TAG01_run1,TAG01,7.856999999999999
S4_TAG01_run1,TAG01,2.2279999999999998
S4_TAG01_run1,TAG01,2.755
S4_TAG01_run1,TAG01,7.882999999999999
S4_TAG01_run1,TAG01,2.426
S4_TAG01_run1,TAG01,1.888
S4_TAG01_run1,TAG01,3.0709999999999997
S4_TAG01_run1,TAG01,3.91
S4_TAG01_run1,TAG01,5.460999999999999
S4_TAG01_run1,TAG01,1.2930000000000001
S4_TAG01_run1,TAG01,2.513
S4_TAG01_run1,TAG01,3.549
S4_TAG01_run1,TAG01,5.356
S4_TAG01_run1,TAG01,0.976
S4_TAG01_run1,TAG01,5.879
S4_TAG01_run1,TAG01,0.502
S4_TAG01_run1,TAG01,5.552
S4_TAG01_run1,TAG01,1.403
S4_TAG01_run1,TAG01,7.593
S4_TAG01_run1,TAG01,6.422
S4_TAG01_run1,TAG01,2.6830000000000003
S4_TAG01_run1,TAG01,4.064
S4_TAG01_run1,TAG01,3.626
S4_TAG01_run1,TAG01,2.088
S4_TAG01_run1,TAG01,0.592
S4_TAG01_run1,TAG01,5.305
S4_TAG01_run1,TAG01,6.002000000000001
S4_TAG01_run1,TAG01,0.907
S4_TAG01_run1,TAG01,7.63
S4_TAG01_run1,TAG01,7.2589999999999995
S4_TAG01_run1,TAG01,2.468
S4_TAG01_run1,TAG01,7.32
S4_TAG01_run1,TAG01,5.357
S4_TAG01_run1,TAG01,7.442
S4_TAG01_run1,TAG01,1.373
S4_TAG01_run1,TAG01,3.5239999999999996
S4_TAG01_run1,TAG01,6.148
S4_TAG01_run1,TAG01,6.668
S4_TAG01_run1,TAG01,3.636
S4_TAG01_run1,TAG01,3.835
S4_TAG01_run1,TAG01,4.3340000000000005
S4_TAG01_run1,TAG01,7.627
S4_TAG01_run1,TAG01,7.717
S4_TAG01_run1,TAG01,6.955
S4_TAG01_run1,TAG01,4.009
S4_TAG01_run1,TAG01,7.7
S4_TAG01_run1,TAG01,6.915
S4_TAG01_run1,TAG01,3.9160000000000004
S4_TAG01_run1,TAG01,1.1689999999999998
S4_TAG01_run1,TAG01,4.087999999999999
S4_TAG01_run1,TAG01,1.259
S4_TAG01_run1,TAG01,2.0660000000000003
S4_TAG01_run1,TAG01,6.278
S4_TAG01_run1,TAG01,6.531000000000001
S4_TAG01_run1,TAG01,6.760999999999999
S4_TAG01_run1,TAG01,6.228
S4_TAG01_run1,TAG01,2.592
S4_TAG01_run1,TAG01,0.805
S4_TAG01_run1,TAG01,0.704
S4_TAG01_run1,TAG01,1.848
S4_TAG01_run1,TAG01,4.986
S4_TAG01_run1,TAG01,4.195
S4_TAG01_run1,TAG01,1.078
S4_TAG01_run1,TAG01,3.9589999999999996
S4_TAG01_run1,TAG01,3.433
S4_TAG01_run1,TAG01,1.05
S4_TAG01_run1,TAG01,4.4270000000000005
S4_TAG01_run1,TAG01,1.64
S4_TAG01_run1,TAG01,4.481
S4_TAG01_run1,TAG01,3.846
S4_TAG01_run1,TAG01,3.493
S4_TAG01_run1,TAG01,6.583
S4_TAG01_run1,TAG01,4.841
S4_TAG01_run1,TAG01,7.237
S4_TAG01_run1,TAG01,1.924
S4_TAG01_run1,TAG01,5.687
S4_TAG01_run1,TAG01,1.4749999999999999
S4_TAG01_run1,TAG01,3.563
S4_TAG01_run1,TAG01,2.866
S4_TAG01_run1,TAG01,6.2059999999999995
S4_TAG01_run1,TAG01,1.504
S4_TAG01_run1,TAG01,6.54
S4_TAG01_run1,TAG01,2.069
S4_TAG01_run1,TAG01,6.541
S4_TAG01_run1,TAG01,7.845
S4_TAG01_run1,TAG01,3.4659999999999997
S4_TAG01_run1,TAG01,6.798
S4_TAG01_run1,TAG01,1.521
S4_TAG01_run1,TAG01,6.946
S4_TAG01_run1,TAG01,3.451
S4_TAG01_run1,TAG01,2.807
S4_TAG01_run1,TAG01,0.8450000000000001
S4_TAG01_run1,TAG01,5.884
S4_TAG01_run1,TAG01,5.724
S4_TAG01_run1,TAG01,6.152
S4_TAG01_run1,TAG01,1.5510000000000002
S4_TAG01_run1,TAG01,6.2490000000000006
S4_TAG01_run1,TAG01,3.85
S4_TAG01_run1,TAG01,4.423
S4_TAG01_run1,TAG01,2.048
S4_TAG01_run1,TAG01,2.2720000000000002
S4_TAG01_run1,TAG01,3.1679999999999997
S4_TAG01_run1,TAG01,1.615
S4_TAG01_run1,TAG01,6.195
S4_TAG01_run1,TAG01,2.841
S4_TAG01_run1,TAG01,3.44
S4_TAG01_run1,TAG01,1.3470000000000002
S4_TAG01_run1,TAG01,5.194
S4_TAG01_run1,TAG01,1.484
S4_TAG01_run1,TAG01,4.496
S4_TAG01_run1,TAG01,3.707
S4_TAG01_run1,TAG01,7.2509999999999994
S4_TAG01_run1,TAG01,6.721
S4_TAG01_run1,TAG01,2.7590000000000003
S4_TAG01_run1,TAG01,5.997
S4_TAG01_run1,TAG01,4.697
S4_TAG01_run1,TAG01,7.625
S4_TAG01_run1,TAG01,7.401
S4_TAG01_run1,TAG01,6.233
S4_TAG01_run1,TAG01,4.431
S4_TAG01_run1,TAG01,5.004
S4_TAG01_run1,TAG01,1.342
S4_TAG01_run1,TAG01,3.29
S4_TAG01_run1,TAG01,3.29
S4_TAG01_run1,TAG01,3.837
S4_TAG01_run1,TAG01,5.3
S4_TAG01_run1,TAG01,6.195
S4_TAG01_run1,TAG01,6.928
S4_TAG01_run1,TAG01,6.83
S4_TAG01_run1,TAG01,6.846
S4_TAG01_run1,TAG01,6.917000000000001
S4_TAG01_run1,TAG01,5.776
S4_TAG01_run1,TAG01,7.117
S4_TAG01_run1,TAG01,2.084
S4_TAG01_run1,TAG01,0.739
S4_TAG01_run1,TAG01,6.348999999999999
S4_TAG01_run1,TAG01,6.877000000000001
S4_TAG01_run1,TAG01,3.654
S4_TAG01_run1,TAG01,4.817
S4_TAG01_run1,TAG01,5.386
S4_TAG01_run1,TAG01,0.8009999999999999
S4_TAG01_run1,TAG01,5.931
S4_TAG01_run1,TAG01,7.558
S4_TAG01_run1,TAG01,5.744
S4_TAG01_run1,TAG01,7.529
S4_TAG01_run1,TAG01,4.9399999999999995
S4_TAG01_run1,TAG01,7.364
S4_TAG01_run1,TAG01,6.6579999999999995
S4_TAG01_run1,TAG01,0.957
S4_TAG01_run1,TAG01,7.813000000000001
S4_TAG01_run1,TAG01,5.751
S4_TAG01_run1,TAG01,5.022
S4_TAG01_run1,TAG01,1.3370000000000002
S4_TAG01_run1,TAG01,2.65
S4_TAG01_run1,TAG01,5.747000000000001
S4_TAG01_run1,TAG01,6.947
S4_TAG01_run1,TAG01,7.617
S4_TAG01_run1,TAG01,6.985
S4_TAG01_run1,TAG01,0.875
S4_TAG01_run1,TAG01,3.3579999999999997
S4_TAG01_run1,TAG01,5.253
S4_TAG01_run1,TAG01,2.721
S4_TAG01_run1,TAG01,4.904000000000001
S4_TAG01_run1,TAG01,5.314
S4_TAG01_run1,TAG01,0.815
S4_TAG01_run1,TAG01,0.756
S4_TAG01_run1,TAG01,3.806
S4_TAG01_run1,TAG01,2.4229999999999996
S4_TAG01_run1,TAG01,7.082
S4_TAG01_run1,TAG01,4.545999999999999
S4_TAG01_run1,TAG01,6.908
S4_TAG01_run1,TAG01,5.477
S4_TAG01_run1,TAG01,4.6049999999999995
S4_TAG01_run1,TAG01,0.867
S4_TAG01_run1,TAG01,4.792
S4_TAG01_run1,TAG01,0.847
S4_TAG01_run1,TAG01,3.5620000000000003
S4_TAG01_run1,TAG01,3.089
S4_TAG01_run1,TAG01,3.974
S4_TAG01_run1,TAG01,5.803
S4_TAG01_run1,TAG01,3.968
S4_TAG01_run1,TAG01,3.98
S4_TAG01_run1,TAG01,7.706
S4_TAG01_run1,TAG01,6.055
S4_TAG01_run1,TAG01,2.569
S4_TAG01_run1,TAG01,4.881
S4_TAG01_run1,TAG01,0.948
S4_TAG01_run1,TAG01,6.61
S4_TAG01_run1,TAG01,6.343
S4_TAG01_run1,TAG01,5.866
S4_TAG01_run1,TAG01,6.328
S4_TAG01_run1,TAG01,6.727
S4_TAG01_run1,TAG01,4.286
S4_TAG01_run1,TAG01,3.659
S4_TAG01_run1,TAG01,1.0839999999999999
S4_TAG01_run1,TAG01,6.314
S4_TAG01_run1,TAG01,3.091
S4_TAG01_run1,TAG01,2.02
S4_TAG01_run1,TAG01,2.436
S4_TAG01_run1,TAG01,4.312
S4_TAG01_run1,TAG01,4.226999999999999
S4_TAG01_run1,TAG01,1.7260000000000002
S4_TAG01_run1,TAG01,4.393
S4_TAG01_run1,TAG01,2.4789999999999996
S4_TAG01_run1,TAG01,0.869
S4_TAG01_run1,TAG01,4.495
S4_TAG01_run1,TAG01,7.887
S4_TAG01_run1,TAG01,1.9880000000000002
S4_TAG01_run1,TAG01,6.745
S4_TAG01_run1,TAG01,4.229
S4_TAG01_run1,TAG01,6.218
S4_TAG01_run1,TAG01,1.395
S4_TAG01_run1,TAG01,4.4590000000000005
S4_TAG01_run1,TAG01,1.966
S4_TAG01_run1,TAG01,5.315
S4_TAG01_run1,TAG01,3.781
S4_TAG01_run1,TAG01,4.8500000000000005
S4_TAG01_run1,TAG01,6.868
S4_TAG01_run1,TAG01,6.343
S4_TAG01_run1,TAG01,4.8180000000000005
S4_TAG01_run1,TAG01,2.787
S4_TAG01_run1,TAG01,2.697
S4_TAG01_run1,TAG01,1.861
S4_TAG01_run1,TAG01,6.6610000000000005
S4_TAG01_run1,TAG01,3.079
S4_TAG01_run1,TAG01,6.5760000000000005
S4_TAG01_run1,TAG01,4.736
S4_TAG01_run1,TAG01,6.989999999999999
S4_TAG01_run1,TAG01,4.84
S4_TAG01_run1,TAG01,2.1020000000000003
S4_TAG01_run1,TAG01,1.502
S4_TAG01_run1,TAG01,0.502
S4_TAG01_run1,TAG01,2.059
S4_TAG01_run1,TAG01,5.306
S4_TAG01_run1,TAG01,5.286
S4_TAG01_run1,TAG01,6.265
S4_TAG01_run1,TAG01,5.2379999999999995
S4_TAG01_run1,TAG01,2.469
S4_TAG01_run1,TAG01,3.953
S4_TAG01_run1,TAG01,5.396
S4_TAG01_run1,TAG01,7.005
S4_TAG01_run1,TAG01,4.268
S4_TAG01_run1,TAG01,0.829
S4_TAG01_run1,TAG01,0.594
S4_TAG01_run2,TAG01,2.07
S4_TAG01_run2,TAG01,1.615
S4_TAG01_run2,TAG01,2.2079999999999997
S4_TAG01_run2,TAG01,1.7630000000000001
S4_TAG01_run2,TAG01,7.252
S4_TAG01_run2,TAG01,5.686
S4_TAG01_run2,TAG01,6.509
S4_TAG01_run2,TAG01,2.997
S4_TAG01_run2,TAG01,1.975
S4_TAG01_run2,TAG01,1.641
S4_TAG01_run2,TAG01,4.424
S4_TAG01_run2,TAG01,1.641
S4_TAG01_run2,TAG01,2.626
S4_TAG01_run2,TAG01,5.4879999999999995
S4_TAG01_run2,TAG01,4.875
S4_TAG01_run2,TAG01,5.597
S4_TAG01_run2,TAG01,1.976
S4_TAG01_run2,TAG01,1.009
S4_TAG01_run2,TAG01,6.982
S4_TAG01_run2,TAG01,1.047
S4_TAG01_run2,TAG01,0.628
S4_TAG01_run2,TAG01,7.574
S4_TAG01_run2,TAG01,6.521
S4_TAG01_run2,TAG01,5.601
S4_TAG01_run2,TAG01,3.2520000000000002
S4_TAG01_run2,TAG01,2.918
S4_TAG01_run2,TAG01,3.297
S4_TAG01_run2,TAG01,3.518
S4_TAG01_run2,TAG01,7.276000000000001
S4_TAG01_run2,TAG01,7.768
S4_TAG01_run2,TAG01,5.718
S4_TAG01_run2,TAG01,4.356999999999999
S4_TAG01_run2,TAG01,4.285
S4_TAG01_run2,TAG01,7.9319999999999995
S4_TAG01_run2,TAG01,1.282
S4_TAG01_run2,TAG01,4.683
S4_TAG01_run2,TAG01,3.83
S4_TAG01_run2,TAG01,3.392
S4_TAG01_run2,TAG01,7.673
S4_TAG01_run2,TAG01,7.106000000000001
S4_TAG01_run2,TAG01,7.875
S4_TAG01_run2,TAG01,3.6159999999999997
S4_TAG01_run2,TAG01,3.277
S4_TAG01_run2,TAG01,3.262
S4_TAG01_run2,TAG01,4.6129999999999995
S4_TAG01_run2,TAG01,7.227
S4_TAG01_run2,TAG01,1.272
S4_TAG01_run2,TAG01,6.315
S4_TAG01_run2,TAG01,2.812
S4_TAG01_run2,TAG01,4.859999999999999
S4_TAG01_run2,TAG01,2.877
S4_TAG01_run2,TAG01,5.261
S4_TAG01_run2,TAG01,2.63
S4_TAG01_run2,TAG01,7.033
S4_TAG01_run2,TAG01,6.729
S4_TAG01_run2,TAG01,7.315
S4_TAG01_run2,TAG01,2.68
S4_TAG01_run2,TAG01,6.339
S4_TAG01_run2,TAG01,0.9319999999999999
S4_TAG01_run2,TAG01,7.673
S4_TAG01_run2,TAG01,5.146000000000001
S4_TAG01_run2,TAG01,2.866
S4_TAG01_run2,TAG01,4.3020000000000005
S4_TAG01_run2,TAG01,5.9319999999999995
S4_TAG01_run2,TAG01,9.735000000000001
S4_TAG01_run2,TAG01,7.535
S4_TAG01_run2,TAG01,1.1640000000000001
S4_TAG01_run2,TAG01,6.581
S4_TAG01_run2,TAG01,5.276000000000001
S4_TAG01_run2,TAG01,3.776
S4_TAG01_run2,TAG01,2.34
S4_TAG01_run2,TAG01,6.8100000000000005
S4_TAG01_run2,TAG01,4.904999999999999
S4_TAG01_run2,TAG01,3.3289999999999997
S4_TAG01_run2,TAG01,5.760000000000001
S4_TAG01_run2,TAG01,5.3309999999999995
S4_TAG01_run2,TAG01,7.633
S4_TAG01_run2,TAG01,1.314
S4_TAG01_run2,TAG01,3.214
S4_TAG01_run2,TAG01,1.07
S4_TAG01_run2,TAG01,4.264
S4_TAG01_run2,TAG01,0.861
S4_TAG01_run2,TAG01,4.901
S4_TAG01_run2,TAG01,6.377
S4_TAG01_run2,TAG01,6.285
S4_TAG01_run2,TAG01,7.286
S4_TAG01_run2,TAG01,4.919
S4_TAG01_run2,TAG01,4.949
S4_TAG01_run2,TAG01,7.333
S4_TAG01_run2,TAG01,2.539
S4_TAG01_run2,TAG01,5.721
S4_TAG01_run2,TAG01,2.112
S4_TAG01_run2,TAG01,3.61
S4_TAG01_run2,TAG01,1.512
S4_TAG01_run2,TAG01,2.37
S4_TAG01_run2,TAG01,6.08
S4_TAG01_run2,TAG01,2.0799999999999996
S4_TAG01_run2,TAG01,5.959
S4_TAG01_run2,TAG01,4.806
S4_TAG01_run2,TAG01,2.4789999999999996
S4_TAG01_run2,TAG01,2.733
S4_TAG01_run2,TAG01,0.569
S4_TAG01_run2,TAG01,1.103
S4_TAG01_run2,TAG01,7.564
S4_TAG01_run2,TAG01,7.569
S4_TAG01_run2,TAG01,2.984
S4_TAG01_run2,TAG01,1.9889999999999999
S4_TAG01_run2,TAG01,7.2059999999999995
S4_TAG01_run2,TAG01,5.445
S4_TAG01_run2,TAG01,6.9750000000000005
S4_TAG01_run2,TAG01,6.492
S4_TAG01_run2,TAG01,5.5649999999999995
S4_TAG01_run2,TAG01,3.271
S4_TAG01_run2,TAG01,5.78
S4_TAG01_run2,TAG01,3.695
S4_TAG01_run2,TAG01,4.059
S4_TAG01_run2,TAG01,7.29
S4_TAG01_run2,TAG01,4.364
S4_TAG01_run2,TAG01,2.64
S4_TAG01_run2,TAG01,4.5840000000000005
S4_TAG01_run2,TAG01,2.174
S4_TAG01_run2,TAG01,7.195
S4_TAG01_run2,TAG01,7.718
S4_TAG01_run2,TAG01,6.802
S4_TAG01_run2,TAG01,3.9259999999999997
S4_TAG01_run2,TAG01,4.824
S4_TAG01_run2,TAG01,4.823
S4_TAG01_run2,TAG01,1.642
S4_TAG01_run2,TAG01,6.335
S4_TAG01_run2,TAG01,6.084
S4_TAG01_run2,TAG01,7.7749999999999995
S4_TAG01_run2,TAG01,3.823
S4_TAG01_run2,TAG01,3.79
S4_TAG01_run2,TAG01,0.75
S4_TAG01_run2,TAG01,1.767
S4_TAG01_run2,TAG01,2.8649999999999998
S4_TAG01_run2,TAG01,8.048
S4_TAG01_run2,TAG01,6.402
S4_TAG01_run2,TAG01,6.0169999999999995
S4_TAG01_run2,TAG01,3.106
S4_TAG01_run2,TAG01,1.673
S4_TAG01_run2,TAG01,6.303999999999999
S4_TAG01_run2,TAG01,7.108
S4_TAG01_run2,TAG01,3.4499999999999997
S4_TAG01_run2,TAG01,4.036
S4_TAG01_run2,TAG01,5.279
S4_TAG01_run2,TAG01,6.01
S4_TAG01_run2,TAG01,7.709
S4_TAG01_run2,TAG01,5.244000000000001
S4_TAG01_run2,TAG01,1.617
S4_TAG01_run2,TAG01,3.7239999999999998
S4_TAG01_run2,TAG01,4.835
S4_TAG01_run2,TAG01,2.8310000000000004
S4_TAG01_run2,TAG01,5.47
