session_id,uid_hash,uid_plain_local,t_reader_A,t_reader_B,delta_ms
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:09.769329,2025-11-11T10:38:09.766329,3.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:09.801329,2025-11-11T10:38:09.804329,3.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:09.834329,2025-11-11T10:38:09.835329,1.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:09.887329,2025-11-11T10:38:09.884329,3.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:09.931329,2025-11-11T10:38:09.927329,4.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:09.962329,2025-11-11T10:38:09.966329,4.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:10.089329,2025-11-11T10:38:10.089329,0.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:10.200329,2025-11-11T10:38:10.205329,5.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:10.251329,2025-11-11T10:38:10.253329,2.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:10.366329,2025-11-11T10:38:10.362329,4.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:10.412329,2025-11-11T10:38:10.412329,0.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:10.529329,2025-11-11T10:38:10.528329,1.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:10.572329,2025-11-11T10:38:10.572329,0.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:10.640329,2025-11-11T10:38:10.635329,5.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:10.690329,2025-11-11T10:38:10.694329,4.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:10.732329,2025-11-11T10:38:10.729329,3.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:10.766329,2025-11-11T10:38:10.764329,2.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:10.798329,2025-11-11T10:38:10.799329,1.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:10.840329,2025-11-11T10:38:10.841329,1.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:10.997329,2025-11-11T10:38:11.000329,3.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:11.125329,2025-11-11T10:38:11.122329,3.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:11.210329,2025-11-11T10:38:11.205329,5.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:11.240329,2025-11-11T10:38:11.237329,3.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:11.293329,2025-11-11T10:38:11.289329,4.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:11.320329,2025-11-11T10:38:11.316329,4.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:11.407329,2025-11-11T10:38:11.410329,3.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:11.488329,2025-11-11T10:38:11.493329,5.0
S20251110_S3_P10_run1,3d9f24,3D9F24,2025-11-11T10:38:11.610329,2025-11-11T10:38:11.612329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:05.683329,2025-11-11T10:38:05.681329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:05.733329,2025-11-11T10:38:05.735329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:05.774329,2025-11-11T10:38:05.770329,4.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:05.855329,2025-11-11T10:38:05.855329,0.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:05.890329,2025-11-11T10:38:05.890329,0.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:05.919329,2025-11-11T10:38:05.918329,1.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:06.055329,2025-11-11T10:38:06.056329,1.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:06.284329,2025-11-11T10:38:06.280329,4.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:06.356329,2025-11-11T10:38:06.360329,4.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:06.399329,2025-11-11T10:38:06.401329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:06.491329,2025-11-11T10:38:06.490329,1.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:06.523329,2025-11-11T10:38:06.528329,5.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:06.572329,2025-11-11T10:38:06.573329,1.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:06.799329,2025-11-11T10:38:06.801329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:06.838329,2025-11-11T10:38:06.836329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:06.883329,2025-11-11T10:38:06.882329,1.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:06.965329,2025-11-11T10:38:06.970329,5.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:07.001329,2025-11-11T10:38:07.001329,0.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:07.041329,2025-11-11T10:38:07.036329,5.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:07.092329,2025-11-11T10:38:07.088329,4.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:07.119329,2025-11-11T10:38:07.122329,3.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:07.365329,2025-11-11T10:38:07.363329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:07.446329,2025-11-11T10:38:07.447329,1.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:07.484329,2025-11-11T10:38:07.479329,5.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:07.570329,2025-11-11T10:38:07.572329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:07.648329,2025-11-11T10:38:07.653329,5.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:07.816329,2025-11-11T10:38:07.813329,3.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:07.846329,2025-11-11T10:38:07.849329,3.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:07.884329,2025-11-11T10:38:07.889329,5.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:08.006329,2025-11-11T10:38:08.010329,4.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:08.408329,2025-11-11T10:38:08.406329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:08.449329,2025-11-11T10:38:08.449329,0.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:08.493329,2025-11-11T10:38:08.494329,1.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:08.534329,2025-11-11T10:38:08.532329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:08.571329,2025-11-11T10:38:08.570329,1.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:08.884329,2025-11-11T10:38:08.884329,0.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:08.916329,2025-11-11T10:38:08.917329,1.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.085329,2025-11-11T10:38:09.083329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.133329,2025-11-11T10:38:09.136329,3.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.210329,2025-11-11T10:38:09.212329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.248329,2025-11-11T10:38:09.247329,1.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.363329,2025-11-11T10:38:09.366329,3.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.445329,2025-11-11T10:38:09.444329,1.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.484329,2025-11-11T10:38:09.487329,3.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.520329,2025-11-11T10:38:09.518329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.567329,2025-11-11T10:38:09.563329,4.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.688329,2025-11-11T10:38:09.693329,5.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.726329,2025-11-11T10:38:09.729329,3.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.763329,2025-11-11T10:38:09.766329,3.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.808329,2025-11-11T10:38:09.808329,0.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.844329,2025-11-11T10:38:09.840329,4.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.878329,2025-11-11T10:38:09.881329,3.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:09.974329,2025-11-11T10:38:09.971329,3.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:10.011329,2025-11-11T10:38:10.016329,5.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:10.082329,2025-11-11T10:38:10.082329,0.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:10.402329,2025-11-11T10:38:10.404329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:10.679329,2025-11-11T10:38:10.682329,3.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:10.730329,2025-11-11T10:38:10.730329,0.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:10.761329,2025-11-11T10:38:10.759329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:10.798329,2025-11-11T10:38:10.796329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:10.850329,2025-11-11T10:38:10.850329,0.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:10.966329,2025-11-11T10:38:10.965329,1.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:11.089329,2025-11-11T10:38:11.090329,1.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:11.125329,2025-11-11T10:38:11.128329,3.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:11.251329,2025-11-11T10:38:11.253329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:11.279329,2025-11-11T10:38:11.282329,3.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:11.369329,2025-11-11T10:38:11.369329,0.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:11.456329,2025-11-11T10:38:11.453329,3.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:11.518329,2025-11-11T10:38:11.520329,2.0
S20251110_S3_P10_run2,3d9f24,3D9F24,2025-11-11T10:38:11.638329,2025-11-11T10:38:11.640329,2.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:05.890329,2025-11-11T10:38:05.890329,0.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:05.931329,2025-11-11T10:38:05.936329,5.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:05.978329,2025-11-11T10:38:05.979329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:06.091329,2025-11-11T10:38:06.089329,2.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:06.159329,2025-11-11T10:38:06.159329,0.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:06.362329,2025-11-11T10:38:06.364329,2.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:06.494329,2025-11-11T10:38:06.492329,2.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:06.600329,2025-11-11T10:38:06.604329,4.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:06.680329,2025-11-11T10:38:06.682329,2.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:06.770329,2025-11-11T10:38:06.771329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:06.809329,2025-11-11T10:38:06.804329,5.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:06.840329,2025-11-11T10:38:06.843329,3.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:06.886329,2025-11-11T10:38:06.882329,4.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:06.974329,2025-11-11T10:38:06.971329,3.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:07.046329,2025-11-11T10:38:07.046329,0.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:07.206329,2025-11-11T10:38:07.205329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:07.293329,2025-11-11T10:38:07.294329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:07.328329,2025-11-11T10:38:07.329329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:07.447329,2025-11-11T10:38:07.447329,0.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:07.490329,2025-11-11T10:38:07.494329,4.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:07.525329,2025-11-11T10:38:07.521329,4.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:07.563329,2025-11-11T10:38:07.564329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:07.850329,2025-11-11T10:38:07.845329,5.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:08.083329,2025-11-11T10:38:08.087329,4.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:08.359329,2025-11-11T10:38:08.360329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:08.400329,2025-11-11T10:38:08.404329,4.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:08.565329,2025-11-11T10:38:08.563329,2.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:08.605329,2025-11-11T10:38:08.604329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:08.643329,2025-11-11T10:38:08.648329,5.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:08.841329,2025-11-11T10:38:08.846329,5.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:08.894329,2025-11-11T10:38:08.893329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:08.964329,2025-11-11T10:38:08.966329,2.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:09.017329,2025-11-11T10:38:09.016329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:09.161329,2025-11-11T10:38:09.164329,3.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:09.292329,2025-11-11T10:38:09.293329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:09.653329,2025-11-11T10:38:09.648329,5.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:09.779329,2025-11-11T10:38:09.774329,5.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:09.858329,2025-11-11T10:38:09.857329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:10.006329,2025-11-11T10:38:10.009329,3.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:10.084329,2025-11-11T10:38:10.085329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:10.163329,2025-11-11T10:38:10.164329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:10.212329,2025-11-11T10:38:10.212329,0.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:10.245329,2025-11-11T10:38:10.244329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:10.364329,2025-11-11T10:38:10.360329,4.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:10.499329,2025-11-11T10:38:10.494329,5.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:10.654329,2025-11-11T10:38:10.650329,4.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:10.840329,2025-11-11T10:38:10.844329,4.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:10.888329,2025-11-11T10:38:10.889329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:10.962329,2025-11-11T10:38:10.965329,3.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:11.052329,2025-11-11T10:38:11.049329,3.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:11.087329,2025-11-11T10:38:11.082329,5.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:11.171329,2025-11-11T10:38:11.172329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:11.217329,2025-11-11T10:38:11.217329,0.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:11.240329,2025-11-11T10:38:11.239329,1.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:11.285329,2025-11-11T10:38:11.285329,0.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:11.406329,2025-11-11T10:38:11.411329,5.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:11.492329,2025-11-11T10:38:11.488329,4.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:11.520329,2025-11-11T10:38:11.522329,2.0
S20251110_S3_P10_run3,3d9f24,3D9F24,2025-11-11T10:38:11.651329,2025-11-11T10:38:11.651329,0.0
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:05.735331,2025-11-11T10:38:05.732329,3.002
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:06.007331,2025-11-11T10:38:06.011329,3.9979999999999998
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:06.049331,2025-11-11T10:38:06.045329,4.002000000000001
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:06.123331,2025-11-11T10:38:06.123329,0.002
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:06.166331,2025-11-11T10:38:06.165329,1.002
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:06.336331,2025-11-11T10:38:06.336329,0.002
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:06.776331,2025-11-11T10:38:06.776329,0.002
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:06.972331,2025-11-11T10:38:06.974329,1.9980000000000002
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:07.002331,2025-11-11T10:38:07.007329,4.998
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:07.048331,2025-11-11T10:38:07.048329,0.002
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:07.130331,2025-11-11T10:38:07.132329,1.9980000000000002
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:07.254331,2025-11-11T10:38:07.256329,1.9980000000000002
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:07.461331,2025-11-11T10:38:07.457329,4.002000000000001
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:07.524331,2025-11-11T10:38:07.527329,2.9979999999999998
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:07.776331,2025-11-11T10:38:07.779329,2.9979999999999998
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:07.888331,2025-11-11T10:38:07.888329,0.002
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:08.008331,2025-11-11T10:38:08.011329,2.9979999999999998
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:08.058331,2025-11-11T10:38:08.054329,4.002000000000001
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:08.088331,2025-11-11T10:38:08.084329,4.002000000000001
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:08.122331,2025-11-11T10:38:08.124329,1.9980000000000002
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:08.167331,2025-11-11T10:38:08.170329,2.9979999999999998
S20251110_S3_P11_run1,3d9f24,3D9F24,2025-11-11T10:38:08.204331,2025-11-11T10:38:08.203329,1.002
